(9, 11, 2.0)
(9, 12, 3.0)
(9, 17, 3.0)
(9, 20, 3.0)
(9, 26, 2.0)
(9, 32, 1.0)
(9, 34, 3.0)
(9, 37, 3.0)
(9, 42, 2.0)
(9, 44, 3.0)
(9, 47, 2.0)
(9, 48, 2.0)
(9, 49, 1.0)
(10, 0, 3.0)
(10, 2, 1.0)
(10, 9, 3.0)
(10, 12, 3.0)
(10, 14, 2.0)
(10, 15, 1.0)
(10, 21, 1.0)
(10, 23, 1.0)
(10, 28, 1.0)
(10, 32, 2.0)
(10, 36, 3.0)
(10, 40, 2.0)
(10, 45, 2.0)
(10, 49, 3.0)
(11, 1, 2.0)
(11, 5, 1.0)
(11, 8, 2.0)
(11, 14, 3.0)
(11, 26, 1.0)
(11, 36, 1.0)
(11, 41, 1.0)
(12, 0, 2.0)
(12, 2, 3.0)
(12, 6, 2.0)
(12, 10, 1.0)
(12, 15, 1.0)
(12, 19, 1.0)
(12, 21, 1.0)
(12, 23, 3.0)
(12, 29, 2.0)
(12, 33, 2.0)
(12, 38, 2.0)
(12, 44, 3.0)
(12, 47, 1.0)
(13, 10, 1.0)
(13, 16, 1.0)
(13, 19, 2.0)
(13, 25, 3.0)
(13, 28, 3.0)
(13, 32, 2.0)
(13, 35, 2.0)
(13, 39, 1.0)
(13, 42, 2.0)
(13, 43, 2.0)
(13, 45, 1.0)
(13, 48, 2.0)
(14, 1, 2.0)
(14, 6, 2.0)
(14, 9, 1.0)
(14, 12, 1.0)
(14, 16, 3.0)
(14, 21, 2.0)
(14, 24, 3.0)
(14, 30, 2.0)
(14, 36, 3.0)
(14, 39, 1.0)
(14, 41, 2.0)
(14, 44, 1.0)
(14, 46, 3.0)
(14, 48, 2.0)
(15, 0, 3.0)
(15, 2, 3.0)
(15, 4, 1.0)
(15, 6, 1.0)
(15, 12, 2.0)
(15, 17, 2.0)
(15, 19, 1.0)
(15, 28, 1.0)
(15, 35, 1.0)
(15, 40, 2.0)
(15, 46, 3.0)
(15, 49, 3.0)
(16, 0, 1.0)
(16, 2, 2.0)
(16, 8, 3.0)
(16, 14, 2.0)
(16, 18, 2.0)
(16, 25, 2.0)
(16, 31, 1.0)
(16, 35, 2.0)
(16, 45, 2.0)
(17, 1, 2.0)
(17, 4, 1.0)
(17, 12, 3.0)
(17, 21, 2.0)
(17, 27, 1.0)
(17, 29, 1.0)
(17, 37, 2.0)
(17, 40, 2.0)
(17, 42, 1.0)
(17, 44, 3.0)
(17, 47, 2.0)
(18, 0, 2.0)
(18, 3, 1.0)
(18, 5, 2.0)
(18, 8, 3.0)
(18, 9, 3.0)
(18, 13, 2.0)
(18, 15, 1.0)
(18, 20, 2.0)
(18, 21, 3.0)
(18, 22, 1.0)
(18, 26, 1.0)
(18, 31, 1.0)
(18, 34, 2.0)
(18, 35, 2.0)
(18, 39, 3.0)
(18, 44, 2.0)
(18, 46, 1.0)
(18, 48, 2.0)
(19, 0, 1.0)
(19, 3, 2.0)
(19, 6, 3.0)
(19, 8, 1.0)
(19, 10, 1.0)
(19, 14, 2.0)
(19, 17, 2.0)
(19, 24, 2.0)
(19, 27, 3.0)
(19, 32, 3.0)
(19, 43, 2.0)
(19, 45, 2.0)
(19, 48, 2.0)
(20, 0, 2.0)
(20, 2, 2.0)
(20, 4, 3.0)
(20, 7, 1.0)
(20, 11, 1.0)
(20, 12, 2.0)
(20, 15, 2.0)
(20, 17, 3.0)
(20, 23, 3.0)
(20, 26, 3.0)
(20, 36, 1.0)
(20, 38, 1.0)
(20, 46, 2.0)
(21, 5, 1.0)
(21, 7, 1.0)
(21, 9, 2.0)
(21, 11, 1.0)
(21, 31, 1.0)
(21, 32, 3.0)
(21, 35, 2.0)
(21, 40, 1.0)
(21, 42, 2.0)
(22, 2, 2.0)
(22, 4, 3.0)
(22, 13, 1.0)
(22, 16, 2.0)
(22, 26, 3.0)
(22, 28, 1.0)
(22, 32, 1.0)
(22, 34, 2.0)
(22, 42, 3.0)
(22, 43, 2.0)
(22, 46, 1.0)
(23, 0, 3.0)
(23, 6, 1.0)
(23, 19, 1.0)
(24, 15, 3.0)
(24, 23, 2.0)
(24, 29, 3.0)
(24, 35, 3.0)
(24, 38, 1.0)
(24, 39, 3.0)
(24, 42, 1.0)
(24, 47, 1.0)
(24, 49, 2.0)
(25, 1, 2.0)
(25, 3, 3.0)
(25, 10, 2.0)
(25, 16, 2.0)
(25, 19, 3.0)
(25, 23, 2.0)
(25, 27, 3.0)
(25, 30, 2.0)
(25, 32, 3.0)
(25, 35, 1.0)
(25, 37, 3.0)
(26, 5, 2.0)
(26, 12, 1.0)
(26, 20, 3.0)
(26, 23, 1.0)
(26, 30, 1.0)
(26, 43, 2.0)
(26, 45, 3.0)
(26, 49, 2.0)
(27, 2, 1.0)
(27, 8, 1.0)
(27, 28, 1.0)
(27, 32, 1.0)
(27, 38, 2.0)
(27, 41, 3.0)
(27, 42, 1.0)
(28, 11, 1.0)
(28, 18, 1.0)
(28, 26, 3.0)
(28, 34, 3.0)
(28, 36, 1.0)
(28, 46, 2.0)
(29, 0, 2.0)
(29, 3, 3.0)
(29, 7, 2.0)
(29, 10, 2.0)
(29, 12, 1.0)
(29, 15, 3.0)
(29, 16, 2.0)
(29, 21, 1.0)
(29, 24, 1.0)
(29, 44, 3.0)
(29, 49, 2.0)
(30, 2, 1.0)
(30, 5, 2.0)
(30, 14, 1.0)
(30, 26, 2.0)
(30, 31, 1.0)
(30, 35, 2.0)
(30, 39, 1.0)
(30, 41, 2.0)
(31, 19, 3.0)
(31, 22, 3.0)
(31, 23, 1.0)
(31, 27, 3.0)
(31, 32, 3.0)
(31, 37, 1.0)
(31, 40, 3.0)
(31, 45, 3.0)
(31, 49, 3.0)
(32, 7, 1.0)
(32, 9, 2.0)
(32, 12, 3.0)
(32, 15, 1.0)
(32, 29, 2.0)
(32, 43, 1.0)
(33, 9, 3.0)
(33, 16, 3.0)
(33, 31, 3.0)
(33, 39, 3.0)
(33, 44, 3.0)
(33, 48, 2.0)
(34, 1, 2.0)
(34, 5, 2.0)
(34, 11, 1.0)
(34, 14, 1.0)
(34, 21, 2.0)
(34, 24, 2.0)
(34, 28, 2.0)
(34, 33, 1.0)
(34, 35, 2.0)
(34, 42, 3.0)
(34, 46, 2.0)
(35, 6, 3.0)
(35, 9, 3.0)
(35, 18, 2.0)
(35, 26, 3.0)
(35, 30, 1.0)
(35, 40, 1.0)
(35, 44, 1.0)
(36, 1, 2.0)
(36, 3, 3.0)
(36, 14, 2.0)
(36, 18, 3.0)
(36, 23, 3.0)
(36, 35, 2.0)
(36, 38, 2.0)
(36, 39, 3.0)
(36, 47, 1.0)
(37, 5, 3.0)
(37, 9, 1.0)
(37, 16, 3.0)
(37, 21, 1.0)
(37, 25, 2.0)
(37, 28, 3.0)
(38, 12, 3.0)
(38, 35, 1.0)
(38, 41, 3.0)
(38, 43, 2.0)
(38, 46, 2.0)
(38, 49, 2.0)
(39, 2, 3.0)
(39, 9, 3.0)
(39, 12, 1.0)
(39, 18, 2.0)
(39, 25, 1.0)
(39, 31, 2.0)
(39, 38, 1.0)
(40, 0, 1.0)
(40, 5, 2.0)
(40, 15, 3.0)
(40, 17, 2.0)
(40, 27, 1.0)
(40, 41, 2.0)
(41, 7, 2.0)
(41, 11, 1.0)
(41, 20, 2.0)
(41, 32, 2.0)
(41, 44, 1.0)
(41, 47, 1.0)
(42, 3, 1.0)
(42, 18, 3.0)
(42, 23, 3.0)
(42, 25, 1.0)
(42, 36, 1.0)
(42, 38, 1.0)
(42, 39, 3.0)
(43, 10, 2.0)
(43, 14, 1.0)
(43, 27, 3.0)
(43, 31, 1.0)
(43, 42, 1.0)
(43, 44, 2.0)
(43, 49, 2.0)
(44, 12, 1.0)
(44, 18, 3.0)
(44, 21, 2.0)
(44, 25, 2.0)
(44, 34, 1.0)
(44, 36, 1.0)
(45, 0, 2.0)
(45, 5, 1.0)
(45, 30, 2.0)
(45, 38, 1.0)
(45, 41, 1.0)
(45, 47, 1.0)
(46, 3, 1.0)
(46, 8, 1.0)
(46, 10, 2.0)
(46, 14, 1.0)
(46, 17, 2.0)
(46, 25, 1.0)
(46, 31, 1.0)
(46, 39, 1.0)
(47, 0, 1.0)
(47, 20, 1.0)
(47, 24, 3.0)
(47, 29, 3.0)
(47, 36, 2.0)
(47, 49, 1.0)
(48, 3, 1.0)
(48, 6, 2.0)
(48, 10, 1.0)
(48, 12, 3.0)
(48, 18, 1.0)
(48, 33, 3.0)
(48, 40, 2.0)
(48, 42, 1.0)
(48, 46, 2.0)
(49, 0, 1.0)
(49, 7, 3.0)
(49, 11, 3.0)
(49, 14, 2.0)
(49, 22, 2.0)
(49, 25, 2.0)
(49, 30, 3.0)
(49, 35, 2.0)
(49, 44, 1.0)
